yi3	乙以倚偯尾崺已庡扆掜旑旖晲椅檥矣礒笖肔胣舣艤苡苢蚁蛾螘蟻衣輢轙迆迤逘酏釔鉯钇陭顗鳦齮
yin3	乚听吲尹嶾廴引檃櫽殷淾濦瘾癮磤粌紖縯蘟蚓螾讔趛鈏隐隠隱靷飮飲饮馻
mie1	乜吀咩孭羋
nie4	乜啮喦嗫噛嚙囁囓圼孼孽嵲巕帇敜枿棿櫱涅湼疌痆篞糱糵聂聶臬臲菍蘖蘗蠥踂蹑躡錜鎳鑷钀镊镍闑陧隉顳颞齧齩
qi3	乞企启呇唘啓啔啟婍屺岂敧晵杞棨槣玘盀稽綮綺绮芑芞裿諬豈起邔闙
ye3	也冶吔嘢埜壄漜野
xi2	习媳嶍席息惜昔棤椺槢檄欯漝焟焬熄獥瘜習蒠蓆薂蝷袭裼褶襲覡觋謵趘錫鎴隰霫飁騽鰼鳛
xiang1	乡厢啌廂忀欀湘瓖相箱緗纕缃芗葙薌襄郷鄉鄊鄕鑲镶香驤骧鱜麘
shu1	书倏倐叔圕姝尗抒摅摴攄書杸枢梳樗樞橾殊殳毹淑疋疎疏祋紓綀纾舒菽蔬藲踈軗輸输陎鵨
shi3	乨使兘史始宩屎矢笶豕鉂駛驶
nang1	乪嚢囊囔
jia1	乫伽佳傢加嗧嘉夹夾家幏拁挟枷毠泇浃浹犌猳珈痂笳縀耞腵茄葭袈豭貑跏迦鉫鎵镓鴐麚
shi2	乭什兙十喰埘塒实実寔實射峕拾提时旹時榯湁湜溡炻石碩祏竍竕莳蒔蚀蝕遈鉐食飠饣鰣鲥鼫鼭
mai3	买嘪荬蕒買鷶
luan4	乱亂薍釠
ru3	乳侞女擩汝肗辱
xi3	乴匚喜囍屣徙憘憙敼暿枲洗漇狶玺璽矖禧簁縰纚葈葸蓰蟢諰蹝躧鉩銑铣霼鰓鱚
yan3	乵俨偃儼兖兗剡匽厣厴夵奄姶嵃嶖巘巚弇惔愝戭扊抁掩揜曮棪椼檿沇渰渷演琰甗眼硽罨萒蝘衍裺褗躽遃郾酓隒馣魇魘鰋鶠黡黤黭黶鼴鼹鼽龑
fu3	乶俌俯冹嘸府弣抚拊捬撫斧暊滏焤父甫盙秿簠脯腐腑蚥蜅軵輔辅郙釜釡頫鬴鯆黼
sha1	乷刹帴挲摋杀杉榝樧殺沙煞猀痧砂粆紗纱莎蔱裟鎩铩髿魦鯊鯋鲨
na3	乸哪那雫
gan1	乹乾亁凲咁坩尲尴尵尶尷嵅干幹忓攼杆柑泔玕甘疳矸竿筸粓肝苷虷蜬迀酐鳱
qian2	乹乾仱偂前姏媊岒忴扲拑掮揵榩歬漧潛潜濳灊燂犍瓩箝荨葥蕁虔蚙軡鈐鉗銭錢钤钱钳騚鬈鬵鰬鳹黔黚
zhi4	乿偫制劕厔垁娡寘峙崻帙帜幟庢庤彘徏徝志忮憄懥挃挚掷搱摯擲旘智栉桎梽櫍櫛治洷淛滍滞滯潌炙熫狾猂猘畤疐痔痣瘈知礩祑秩秲稚稺穉窒筫紩緻置翐胵腟膣至致臸芖虒蛭螲袟袠製覟觗觢觯觶誌識识豑豒豸貭質贄质贽跱踬躓輊轾迣遰郅銍鋕鑕铚锧陟陦隲雉駤騭騺驇骘鴙鴩鷙鸷
gui1	亀傀圭妫媯嫢嬀帰归摫椝槻槼歸溈珪瑰璝瓌皈硅窐膭袿規规邽郌閨闺鬶鬹鮭鲑龜龟
jun1	亀军君囷均姰桾汮皲皸皹碅筠箟莙菌蚐袀覠軍鈞銁銞钧頵鮶鲪麇麏麕龜龟
lin3	亃凛凜廩廪懍懔撛檁檩澟癛癝綝菻
jue2	亅倔傕僪决刔劂厥噱嚼堀孒孓屩屫崛崫嶥弡彏憰戄抉挗捔掘撧攫斍桷橛橜欔欮殌氒決焆焳熦爑爝爴爵獗玦玨珏瑴疦瘚矍矡砄穱絕絶绝脚臄芵蕝蕨蚗蟨蟩覐覚覺觉角觖觼訣譎诀谲谻赽趹踋蹶蹷躩逫鈌鐍鐝钁镢鱊鴃鷢龣
le5	了餎饹
liao3	了尞憭暸潦燎瞭蓼蟟鄝釕钌
liao4	了尥尦廖撂撩料炓燎爒瞭窲蟉釕鐐钌镣
er4	二佴刵咡弍弐樲毦眲聏衈誀貮貳贰
chu4	亍俶傗儊処处怵憷拀搐敊斶欪歜泏滀琡畜矗竌竐絀绌臅荲處触觸詘豖踀遚鄐閦黜
kui1	亏刲噅岿巋悝盔窥窺茥藈蘬虧鍷闚鞹
yun2	云伝勻匀员員妘愪昀枃榅榲橒沄涢溳澐熅畇眃秐筠筼篔紜縜纭耘耺芸荺蒷蕓貟贠郧鄖鋆雲饂
qi2	亓亝俟其剘圻埼墘奇岐岓崎嵜帺愭懠掑斉斊旂旗期枝棊棋檱櫀歧淇濝猉玂琦琪璂畁畦疷碁碕祁祇祈祺禥稘竒竢簱籏粸綦綨纃翗耆脐臍艩芪荠萁萕蕲薺藄蘄蚑蚔蚚蛴蜝蜞蠐衹跂踑軝迉鄿釮錡錤锜靔頎颀騎騏骐骑鬐鬿鮨鯕鰭鲯鳍鵸鶀麒麡齊齐
wu3	五仵伍侮倵儛午啎妩娬嫵嵨庑廡忤怃憮捂摀橆武潕牾玝珷瑦甒碔舞躌迕鄥鵡鹉
si4	亖伺似佀俟儩兕喰嗣四姒娰孠寺巳杫柶汜泗泤洍涘瀃牭祀禩竡竢笥耜肂肆蕼貄賜釲鈻食飠飤飼饣饲駟驷
sui4	亗埣嬘岁嵗旞檅檖歲歳澻煫燧璲瓍睟砕碎祟禭穂穗穟粋繀繸襚誶譢谇賥遂邃鐆鐩隧
gen4	亘亙艮茛
geng4	亙堩暅更
ya4	亚亜亞俹劜压圠圧垭壓娅婭挜揠氩氬猰砑稏窫聐襾訝讶軋轧迓錏铔齾
xie1	些嗋揳楔歇猲蝎蠍褉
xie5	些
ya3	亞匹厊哑啞庌掗疋痖瘂瞧蕥雃雅
ji2	亟亼伋佶偮卙即卽及叝吃吉堲塉姞嫉寂岌嵴嶯庴彶忣急戢揤擊擮极棘楖楫極槉橶殛汲湒漃潗濈狤疾瘠礏笈箿籍級级耤脊膌莋蒺蓻蕀蕺藉蝍螏衱襋觙诘踖蹐輯轚辑郆鈒銡鍓鏶集雦雧霵革鞊鴶鶺鹡
qi4	亟企呮噐器夡契妻弃忔愒憇憩摖斉斊暣栔棄槭欫气気氣汔汽泣湆湇炁焏甈盵矵砌碛碶磜磧礘綥緝葺蟿訖諿讫迄鏚鼜齐
tou2	亠坄头投牏牐酘頭骰
wang2	亡亾仼兦彺忘王芒蚟
wu2	亡俉兦吳吴吾呉唔娪峿巫捂无梧毋洖浯無牾珸璑瞴祦禑芜茣莁蕪蜈蟱誈誣譕郚鋘鋙铻鯃鵐鷡鹀麌鼯
kang4	亢伉匟囥抗炕犺砊邟鈧钪閌闶
ta4	亣傝嗒嚃嚺崉拓挞搨撻榻橽毾沓涾溻漯澾濌狧獺羍誻譶踏蹋蹹躂躢迖遝遢錔鎉鑉闒闥闼阘鞜鞳鮙鰨龖龘
jiao1	交僬嘄姣娇嬌峧嶕憍憿教椒浇澆焦燋礁穚胶膠膲艽芁茭茮蕉虠蛟蟂蟭詨跤郊鐎驕骄鮫鱎鲛鴵鵁鷍鷦鷮鹪
hai4	亥嗐害氦絯餀饚駭骇
heng1	亨亯哼悙脝諻
mu3	亩姆姥娒峔拇母牡牳畆畒畝畞畮砪胟鉧
xiang3	享响嶑想晑響飨餉饗饟饷鮝鯗鱶鲞
jing1	京亰兢坕坙婛巠惊旌旍晶泾涇猄睛秔稉粳精経經经聙腈茎荆荊莖菁驚鯨鲸鵛鶁鶄麖麠黥鼱
ting2	亭停婷嵉庭廷朾楟榳渟筳綎聤莛葶蜓蝏諪邒閮霆鯅鼮
liang4	亮倞凉哴喨悢晾涼湸諒谅踉輌輛辆量鍄靓靚
qin1	亲侵儬媇寴嵚嶔欽瀙綅衾親誛钦駸骎鮼
qin5	亲
qing4	亲凊庆慶掅殸汫漀碃磘磬箐綮罄罊親謦鑋靘
bo2	亳伯侼僰勃博孛嶏帛愽懪挬搏敀柏栢桲檗欂泊浡渤煿牔犱犻猼百礡礴箔簙糪胉脖膊舶艊苩葧蔔薄袯襮謈踄踣郣鉑鋍鎛鑮钹铂镈餺馎馞駁駮驳骲髆魄鲌鵓鸔鹁
you4	亴佑侑又右哊唀囿姷宥峟幼有柚牰狖祐糿蚴誘诱貁迶酭釉鴢鼬
xie4	亵伳偰写卨卸塮契妎娎媟屑屟屧嶰廨徢懈斺暬械楔榍榭泄泣泻洩渫澥瀉瀣灺焎燮爕獬疶祄禼糏紲絏絬緤绁缷薤蟹蠏衸褻解觧謝谢躞躠邂鞢韰駭駴骱齘齥
dan4	亶但僤啖啗啿嘾噉帎幨弹弾彈惮憚憺担擔旦暺柦殫氮沊泹淡潬澹灗狚疍瘅癉癚石窞腅舕萏蛋蜑觛誕诞霮饏馾駳髧鴠
lian2	亷劆匲匳嗹噒奁奩奱嫾嬚帘廉怜慩憐梿槤櫣涟溓漣濂濓熑燫璉磏稴簾籢籨縺翴联聨聫聮聯臁莲蓮薕螊蠊裢褳覝謰譧蹥连連鎌鐮镰鬑鰱鲢
duo3	亸哚嚲垛垜埵挅挆朵朶痑綞缍趓躱躲軃鬌
wei3	亹伟伪偉僞儰唯喡壝委娓寪尾峗崣嵔徫愇斖暐梶椲洧浘炜煒猥玮瑋痏痿硊磈緯纬腲艉芛苇荱萎葦蒍蓶蔿薳蘤蜲諉诿踓鍡隗韑韙韡韪頠颹骩骪骫鮪鲔
ren2	人亻仁任壬忈忎朲秂紝芢鈓銋魜鴹
shen2	什甚神
she2	什佘折揲甚舌虵蛇蛥鉈鍦铊闍阇
ze4	仄侧側夨庂昃昗汄稄
jin3	仅侭僅儘卺厪堇墐尽巹廑慬槿漌瑾盡紧緊菫覲謹谨錦锦饉馑
jin4	仅伒侭僅僸儘凚劲勁噤嚍妗嫤嬧寖尽搢晉晋歏殣浕浸溍濅濜烬燼瑨璡璶瘽盡祲禁縉缙肵荩蓳藎覲觐賮贐赆近进進靳齽
pu1	仆僕噗扑抪撲擈潽痡瞨舗鋪铺陠
pu2	仆僕匍墣朴樸濮璞穙箁纀脯莆菐菩葡蒱蒲襆襥蹼轐酺鏷镤
chou2	仇俦儔嚋嬦帱幬惆愁懤栦椆燽畴疇皗稠筹籌紬絒綢绸菗薵裯詶讎讐踌躊酧酬醻雔雠鯈
qiu2	仇俅僋厹叴囚崷巯巰扏朹梂殏毬求汓泅浗渞煪犰玌球璆皳盚紌絿肍脙苬莍虬虯蛷蝤裘觩訄訅賕赇逎逑遒酋醔釚銶鮂鯄鰽
